21.06.2019;12:00:51;0.3;2;31.15
21.06.2019;12:00:51;0.3;2;31.15
21.06.2019;12:00:51;0.3;2;31.15
21.06.2019;12:00:52;0.3;2;31.2
21.06.2019;12:00:52;0.3;2;31.2
21.06.2019;12:00:52;0.3;2;31.2
21.06.2019;12:00:53;0.3;2;31.2
21.06.2019;12:00:53;0.3;2;31.2
21.06.2019;12:00:54;0.3;2;31.2
21.06.2019;12:00:54;0.3;2;31.2
21.06.2019;12:00:54;0.3;2;31.2
21.06.2019;12:00:55;0.3;2;31.2
21.06.2019;12:00:55;0.3;2;31.2
21.06.2019;12:00:55;0.3;2;31.2
21.06.2019;12:00:56;0.3;2;31.2
21.06.2019;12:00:56;0.3;2;31.2
21.06.2019;12:00:56;0.3;2;31.2
21.06.2019;12:00:56;0.3;2;31.2
21.06.2019;12:00:57;0.3;2;31.2
21.06.2019;12:00:57;0.3;2;31.2
21.06.2019;12:00:57;0.3;2;31.2
21.06.2019;12:00:58;0.3;2;31.2
21.06.2019;12:00:58;0.3;2;31.2
21.06.2019;12:00:58;0.3;2;31.2
21.06.2019;12:00:59;0.3;2;31.2
21.06.2019;12:00:59;0.3;2;31.2
21.06.2019;12:00:59;0.3;2;31.2
21.06.2019;12:01:00;0.3;2;31.2
21.06.2019;12:01:00;0.3;2;31.2
21.06.2019;12:01:00;0.3;2;31.2
21.06.2019;12:01:00;0.3;2;31.2
21.06.2019;12:01:01;0.3;2;31.2
21.06.2019;12:01:01;0.3;2;31.2
21.06.2019;12:01:01;0.3;2;31.2
21.06.2019;12:01:02;0.3;2;31.2
21.06.2019;12:01:02;0.3;2;31.2
21.06.2019;12:01:02;0.3;2;31.2
21.06.2019;12:01:03;0.3;2;31.2
21.06.2019;12:01:03;0.3;2;31.2
21.06.2019;12:01:03;0.3;2;31.2
21.06.2019;12:01:04;0.3;2;31.2
21.06.2019;12:01:04;0.3;2;31.2
21.06.2019;12:01:04;0.3;2;31.2
21.06.2019;12:01:05;0.3;2;31.2
21.06.2019;12:01:05;0.3;2;31.2
21.06.2019;12:01:05;0.3;2;31.2
21.06.2019;12:01:05;0.3;2;31.2
21.06.2019;12:01:06;0.3;2;31.2
21.06.2019;12:01:06;0.3;2;31.2
21.06.2019;12:01:06;0.3;2;31.2
21.06.2019;12:01:07;0.3;2;31.2
21.06.2019;12:01:07;0.3;2;31.2
21.06.2019;12:01:07;0.3;2;31.2
21.06.2019;12:01:08;0.3;2;31.25
21.06.2019;12:01:08;0.3;2;31.25
21.06.2019;12:01:08;0.3;2;31.25
21.06.2019;12:01:09;0.3;2;31.25
21.06.2019;12:01:09;0.3;2;31.25
21.06.2019;12:01:09;0.3;2;31.25
21.06.2019;12:01:10;0.3;2;31.25
21.06.2019;12:01:10;0.3;2;31.25
21.06.2019;12:01:10;0.3;2;31.25
21.06.2019;12:01:11;0.3;2;31.25
21.06.2019;12:01:11;0.3;2;31.25
21.06.2019;12:01:11;0.3;2;31.25
21.06.2019;12:01:11;0.3;2;31.25
21.06.2019;12:01:12;0.3;2;31.3
21.06.2019;12:01:12;0.3;2;31.3
21.06.2019;12:01:12;0.3;2;31.3
21.06.2019;12:01:13;0.3;2;31.3
21.06.2019;12:01:13;0.3;2;31.3
21.06.2019;12:01:13;0.3;2;31.3
21.06.2019;12:01:14;0.3;2;31.3
21.06.2019;12:01:14;0.3;2;31.3
21.06.2019;12:01:14;0.3;2;31.3
21.06.2019;12:01:15;0.3;2;31.3
21.06.2019;12:01:15;0.3;2;31.3
21.06.2019;12:01:15;0.3;2;31.3
21.06.2019;12:01:16;0.3;2;31.3
21.06.2019;12:01:16;0.3;2;31.35
21.06.2019;12:01:16;0.3;2;31.35
21.06.2019;12:01:16;0.3;2;31.35
21.06.2019;12:01:17;0.3;2;31.35
21.06.2019;12:01:17;0.3;2;31.35
21.06.2019;12:01:17;0.3;2;31.35
21.06.2019;12:01:18;0.3;2;31.35
21.06.2019;12:01:18;0.3;2;31.35
21.06.2019;12:01:18;0.3;2;31.35
21.06.2019;12:01:19;0.3;2;31.35
21.06.2019;12:01:19;0.3;2;31.35
21.06.2019;12:01:19;0.3;2;31.35
21.06.2019;12:01:20;0.3;2;31.35
21.06.2019;12:01:20;0.3;2;31.4
21.06.2019;12:01:20;0.3;2;31.4
21.06.2019;12:01:21;0.3;2;31.4
21.06.2019;12:01:21;0.3;2;31.4
21.06.2019;12:01:21;0.3;2;31.4
21.06.2019;12:01:21;0.3;2;31.4
21.06.2019;12:01:22;0.3;2;31.4
21.06.2019;12:01:22;0.3;2;31.4
21.06.2019;12:01:22;0.3;2;31.4
21.06.2019;12:01:23;0.3;2;31.4
21.06.2019;12:01:23;0.3;2;31.4
21.06.2019;12:01:23;0.3;2;31.4
21.06.2019;12:01:24;0.3;2;31.35
21.06.2019;12:01:24;0.3;2;31.35
21.06.2019;12:01:24;0.3;2;31.35
21.06.2019;12:01:25;0.3;2;31.35
21.06.2019;12:01:25;0.3;2;31.35
21.06.2019;12:01:25;0.3;2;31.35
21.06.2019;12:01:25;0.3;2;31.35
21.06.2019;12:01:26;0.3;2;31.35
21.06.2019;12:01:26;0.3;2;31.35
21.06.2019;12:01:26;0.3;2;31.35
21.06.2019;12:01:27;0.3;2;31.35
21.06.2019;12:01:27;0.3;2;31.35
21.06.2019;12:01:27;0.3;2;31.35
21.06.2019;12:01:28;0.3;2;31.4
21.06.2019;12:01:28;0.3;2;31.4
21.06.2019;12:01:28;0.3;2;31.4
21.06.2019;12:01:29;0.3;2;31.4
21.06.2019;12:01:29;0.3;2;31.4
21.06.2019;12:01:29;0.3;2;31.4
21.06.2019;12:01:30;0.3;2;31.4
21.06.2019;12:01:30;0.3;2;31.4
21.06.2019;12:01:30;0.3;2;31.4
21.06.2019;12:01:31;0.3;2;31.4
21.06.2019;12:01:31;0.3;2;31.4
21.06.2019;12:01:31;0.3;2;31.4
21.06.2019;12:01:31;0.3;2;31.4
21.06.2019;12:01:32;0.3;2;31.4
21.06.2019;12:01:32;0.3;2;31.4
21.06.2019;12:01:32;0.3;2;31.4
21.06.2019;12:01:33;0.3;2;31.4
21.06.2019;12:01:33;0.3;2;31.4
21.06.2019;12:01:33;0.3;2;31.4
21.06.2019;12:01:34;0.3;2;31.4
21.06.2019;12:01:34;0.3;2;31.4
21.06.2019;12:01:34;0.3;2;31.4
21.06.2019;12:01:35;0.3;2;31.4
21.06.2019;12:01:35;0.3;2;31.4
21.06.2019;12:01:35;0.3;2;31.4
21.06.2019;12:01:36;0.3;2;31.4
21.06.2019;12:01:36;0.3;2;31.4
21.06.2019;12:01:36;0.3;2;31.4
21.06.2019;12:01:36;0.3;2;31.4
21.06.2019;12:01:37;0.3;2;31.4
21.06.2019;12:01:37;0.3;2;31.4
21.06.2019;12:01:37;0.3;2;31.4
21.06.2019;12:01:38;0.3;2;31.4
21.06.2019;12:01:38;0.3;2;31.4
21.06.2019;12:01:38;0.3;2;31.4
21.06.2019;12:01:39;0.3;2;31.4
21.06.2019;12:01:39;0.3;2;31.4
21.06.2019;12:01:39;0.3;2;31.4
21.06.2019;12:01:40;0.3;2;31.45
21.06.2019;12:01:40;0.3;2;31.45
21.06.2019;12:01:40;0.3;2;31.45
21.06.2019;12:01:41;0.3;2;31.45
21.06.2019;12:01:41;0.3;2;31.45
